m,TagName,
"2025-01-01 00:00:00","c","320"
"2025-01-01 00:00:00","c#","1110"
"2025-01-01 00:00:00","c++","684"
"2025-01-01 00:00:00","delphi","56"
"2025-01-01 00:00:00","go","132"
"2025-01-01 00:00:00","java","1131"
"2025-01-01 00:00:00","javascript","1387"
"2025-01-01 00:00:00","perl","25"
"2025-01-01 00:00:00","php","503"
"2025-01-01 00:00:00","python","2631"
"2025-01-01 00:00:00","r","519"
"2025-01-01 00:00:00","ruby","50"
"2025-01-01 00:00:00","swift","336"
"2025-02-01 00:00:00","assembly","60"
"2025-02-01 00:00:00","c","272"
"2025-02-01 00:00:00","c#","973"
"2025-02-01 00:00:00","c++","574"
"2025-02-01 00:00:00","delphi","58"
"2025-02-01 00:00:00","go","96"
"2025-02-01 00:00:00","java","907"
"2025-02-01 00:00:00","javascript","1124"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","343"
"2025-02-01 00:00:00","python","2152"
"2025-02-01 00:00:00","r","498"
"2025-02-01 00:00:00","ruby","50"
"2025-02-01 00:00:00","swift","300"
"2025-03-01 00:00:00","assembly","59"
"2025-03-01 00:00:00","c","307"
"2025-03-01 00:00:00","c#","911"
"2025-03-01 00:00:00","c++","678"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","97"
"2025-03-01 00:00:00","java","880"
"2025-03-01 00:00:00","javascript","1108"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","330"
"2025-03-01 00:00:00","python","2190"
"2025-03-01 00:00:00","r","483"
"2025-03-01 00:00:00","ruby","46"
"2025-03-01 00:00:00","swift","294"
"2025-04-01 00:00:00","assembly","49"
"2025-04-01 00:00:00","c","203"
"2025-04-01 00:00:00","c#","644"
"2025-04-01 00:00:00","c++","507"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","64"
"2025-04-01 00:00:00","java","776"
"2025-04-01 00:00:00","javascript","780"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","249"
"2025-04-01 00:00:00","python","1704"
"2025-04-01 00:00:00","r","398"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","215"
"2025-05-01 00:00:00","assembly","34"
"2025-05-01 00:00:00","c","204"
"2025-05-01 00:00:00","c#","542"
"2025-05-01 00:00:00","c++","453"
"2025-05-01 00:00:00","delphi","35"
"2025-05-01 00:00:00","go","53"
"2025-05-01 00:00:00","java","605"
"2025-05-01 00:00:00","javascript","634"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","241"
"2025-05-01 00:00:00","python","1413"
"2025-05-01 00:00:00","r","290"
"2025-05-01 00:00:00","ruby","28"
"2025-05-01 00:00:00","swift","193"
"2025-06-01 00:00:00","assembly","38"
"2025-06-01 00:00:00","c","178"
"2025-06-01 00:00:00","c#","458"
"2025-06-01 00:00:00","c++","408"
"2025-06-01 00:00:00","delphi","33"
"2025-06-01 00:00:00","go","49"
"2025-06-01 00:00:00","java","426"
"2025-06-01 00:00:00","javascript","485"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","172"
"2025-06-01 00:00:00","python","1071"
"2025-06-01 00:00:00","r","260"
"2025-06-01 00:00:00","ruby","28"
"2025-06-01 00:00:00","swift","144"
"2025-07-01 00:00:00","assembly","36"
"2025-07-01 00:00:00","c","152"
"2025-07-01 00:00:00","c#","435"
"2025-07-01 00:00:00","c++","359"
"2025-07-01 00:00:00","delphi","29"
"2025-07-01 00:00:00","go","19"
"2025-07-01 00:00:00","java","403"
"2025-07-01 00:00:00","javascript","460"
"2025-07-01 00:00:00","perl","18"
"2025-07-01 00:00:00","php","117"
"2025-07-01 00:00:00","python","1014"
"2025-07-01 00:00:00","r","218"
"2025-07-01 00:00:00","ruby","14"
"2025-07-01 00:00:00","swift","166"
